,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,9-TwoStageBetween,exp_19,1.0,0.0744,0.6,0.17,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,1.0,TwoStageBetween,0.3228,0.4748,0,0.1227
1,9-TwoStageBetween,exp_96,1.0,1.4508,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.3228,0.5244,1,0.5131
2,9-TwoStageBetween,exp_60,0.0,0.0678,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,0.2541,0.1353,0,0.5323
3,9-TwoStageBetween,exp_18,0.0,0.2152,0.5,0.17,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageBetween,0.3101,0.329,0,0.1136
4,9-TwoStageBetween,exp_29,0.0,0.4483,0.4,0.17,0.0,0.3,0.2,0.6,0.3,1.0,0.0,TwoStageBetween,0.3165,0.6226,1,0.0939
5,9-TwoStageBetween,catch_7,0.0,0.1675,0.5,0.48,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageBetween,0.1283,0.0069,0,0.2561
6,9-TwoStageBetween,exp_80,0.0,0.1853,0.5,0.29,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.2565,0.1404,0,0.4131
7,9-TwoStageBetween,exp_107,1.0,0.226,0.6,0.4,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageBetween,0.2827,0.7906,1,0.488
8,9-TwoStageBetween,exp_58,0.0,0.0909,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,0.2541,0.1353,1,0.4456
9,9-TwoStageBetween,exp_94,0.0,0.1248,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.3224,0.4604,0,0.4025
10,9-TwoStageBetween,exp_30,1.0,0.6938,0.5,0.17,1.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageBetween,0.3206,0.5754,0,0.3163
11,9-TwoStageBetween,exp_57,0.0,0.1866,0.6,0.21,1.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageBetween,0.2524,0.1317,0,0.1417
12,9-TwoStageBetween,exp_102,0.0,0.207,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageBetween,0.3228,0.5244,1,0.2439
13,9-TwoStageBetween,exp_108,1.0,0.1651,0.5,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageBetween,0.3088,0.6786,1,0.2213
14,9-TwoStageBetween,exp_88,1.0,0.3497,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,0.3224,0.4604,0,0.7952
15,9-TwoStageBetween,exp_90,0.0,0.4556,0.5,0.38,0.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.3224,0.4604,1,0.6412
16,9-TwoStageBetween,exp_64,0.0,1.0766,0.5,0.51,1.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageBetween,0.3206,0.5761,1,0.1485
17,9-TwoStageBetween,exp_117,1.0,0.1368,0.4,0.22,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageBetween,0.3204,0.5783,1,0.2642
18,9-TwoStageBetween,exp_74,1.0,0.177,0.5,0.2,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.2528,0.8673,1,0.1686
19,9-TwoStageBetween,catch_0,0.0,0.0943,0.5,0.72,1.0,0.3,0.2,0.5,0.19,0.0,0.0,TwoStageBetween,0.1281,0.0069,0,0.0955
20,9-TwoStageBetween,exp_68,0.0,0.4062,0.5,0.51,0.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageBetween,0.3206,0.5761,0,0.3843
21,9-TwoStageBetween,exp_98,1.0,0.2209,0.5,0.38,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.3228,0.5244,1,0.2654
22,9-TwoStageBetween,exp_52,0.0,0.681,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,0.0,TwoStageBetween,0.3109,0.6657,1,0.2003
23,9-TwoStageBetween,exp_36,0.0,0.1494,0.5,0.7,0.0,0.32,0.2,0.5,0.79,0.0,0.0,TwoStageBetween,0.2873,0.2246,0,0.237
24,9-TwoStageBetween,exp_99,0.0,0.3232,0.6,0.38,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,0.0,TwoStageBetween,0.3127,0.6532,1,0.1997
25,9-TwoStageBetween,exp_37,1.0,0.3779,0.4,0.7,0.0,0.32,0.2,0.6,0.79,1.0,1.0,TwoStageBetween,0.2997,0.274,0,0.118
26,9-TwoStageBetween,catch_1,0.0,0.2108,0.5,0.41,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageBetween,0.2135,0.0683,0,0.2848
27,9-TwoStageBetween,exp_22,1.0,0.2019,0.5,0.17,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageBetween,0.3101,0.329,0,0.3001
28,9-TwoStageBetween,exp_59,1.0,0.0748,0.6,0.21,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageBetween,0.2933,0.247,1,0.6503
29,9-TwoStageBetween,exp_73,1.0,0.0633,0.6,0.2,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageBetween,0.2556,0.8614,1,0.2613
30,9-TwoStageBetween,catch_6,0.0,0.0454,0.5,0.59,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageBetween,0.1587,0.0196,0,0.1935
31,9-TwoStageBetween,exp_53,1.0,0.4906,0.4,0.32,0.0,0.82,0.6900000000000001,0.6,0.49,1.0,1.0,TwoStageBetween,0.3004,0.7229,1,0.3463
32,9-TwoStageBetween,exp_116,1.0,0.7749,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageBetween,0.322,0.5506,0,0.1021
33,9-TwoStageBetween,exp_50,0.0,0.1179,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,0.0,TwoStageBetween,0.3109,0.6657,0,0.6171
34,9-TwoStageBetween,exp_47,0.0,0.0935,0.4,0.48,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageBetween,0.1666,0.0244,0,0.1841
35,9-TwoStageBetween,catch_9,0.0,0.1356,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageBetween,0.1474,0.0139,0,0.1726
36,9-TwoStageBetween,exp_43,0.0,0.2752,0.6,0.48,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageBetween,0.2363,0.1018,0,0.2762
37,9-TwoStageBetween,exp_27,0.0,0.6045,0.6,0.17,0.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageBetween,0.3038,0.7065,0,0.2632
38,9-TwoStageBetween,exp_23,0.0,0.1242,0.4,0.17,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,0.0,TwoStageBetween,0.2829,0.21,0,0.3339
39,9-TwoStageBetween,exp_114,1.0,0.5773,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageBetween,0.322,0.5506,0,0.4392
40,9-TwoStageBetween,exp_91,0.0,0.0322,0.6,0.38,0.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageBetween,0.32,0.5838,1,0.1336
41,9-TwoStageBetween,exp_78,0.0,0.0762,0.5,0.2,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,0.0,TwoStageBetween,0.2528,0.8673,1,0.4031
42,9-TwoStageBetween,exp_42,0.0,0.0839,0.5,0.48,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.198,0.0505,0,0.2149
43,9-TwoStageBetween,exp_25,1.0,0.3059,0.6,0.17,1.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageBetween,0.3228,0.5268,1,0.6013
44,9-TwoStageBetween,catch_2,0.0,0.1992,0.5,0.6,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageBetween,0.1776,0.0322,0,0.1248
45,9-TwoStageBetween,exp_101,1.0,0.0944,0.4,0.38,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageBetween,0.3201,0.5824,1,0.2284
