,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,8-TwoStageWithin,exp_69,1.0,0.4204,0.4,0.51,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageBetween,0.5468,0.6484,0,0.6764
1,8-TwoStageWithin,exp_59,0.0,1.1668,0.6,0.21,0.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageBetween,0.5558,0.3977,0,1.7837
2,8-TwoStageWithin,catch_5,0.0,0.2894,0.5,0.49,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageBetween,0.4713,0.1723,0,0.1707
3,8-TwoStageWithin,exp_96,1.0,0.3999,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.5577,0.5892,1,0.8818
4,8-TwoStageWithin,exp_10,0.0,0.3486,0.5,0.29,0.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageBetween,0.5635,0.5099,0,0.7472
5,8-TwoStageWithin,exp_40,0.0,0.2186,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.4516,0.1449,0,0.1494
6,8-TwoStageWithin,exp_60,0.0,0.319,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,0.5289,0.2894,0,0.4966
7,8-TwoStageWithin,exp_99,1.0,0.431,0.6,0.38,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,1.0,TwoStageBetween,0.5416,0.6694,1,0.3457
8,8-TwoStageWithin,exp_90,0.0,0.166,0.5,0.38,0.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.5634,0.5185,0,0.2782
9,8-TwoStageWithin,exp_102,1.0,1.2663,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.5577,0.5892,1,0.6846
10,8-TwoStageWithin,exp_22,0.0,0.5331,0.5,0.17,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageBetween,0.5622,0.4557,1,0.9962
11,8-TwoStageWithin,catch_2,0.0,0.0939,0.5,0.6,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageBetween,0.3581,0.0581,0,0.7442
12,8-TwoStageWithin,catch_4,0.0,0.3665,0.5,0.31,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageBetween,0.3499,0.0529,0,0.6641
13,8-TwoStageWithin,exp_82,0.0,0.407,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.5343,0.3055,0,1.1649
14,8-TwoStageWithin,exp_115,1.0,0.7265,0.6,0.22,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageBetween,0.5123,0.7526,1,0.7643
15,8-TwoStageWithin,catch_7,0.0,0.2023,0.5,0.48,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageBetween,0.2764,0.0193,0,0.0621
16,8-TwoStageWithin,exp_88,1.0,0.3714,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,0.5634,0.5185,1,0.2826
17,8-TwoStageWithin,exp_67,1.0,0.1813,0.6,0.51,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageBetween,0.5372,0.6849,1,0.3361
18,8-TwoStageWithin,exp_80,0.0,0.1824,0.5,0.29,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.5343,0.3055,0,1.0308
19,8-TwoStageWithin,exp_74,1.0,0.1018,0.5,0.2,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.4108,0.9002,1,0.2038
20,8-TwoStageWithin,exp_46,0.0,0.0769,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.4516,0.1449,0,0.4366
21,8-TwoStageWithin,exp_20,1.0,0.3133,0.5,0.17,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageBetween,0.5622,0.4557,0,0.3908
22,8-TwoStageWithin,exp_107,1.0,0.1511,0.6,0.4,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageBetween,0.4896,0.798,1,0.1976
23,8-TwoStageWithin,exp_43,0.0,0.8929,0.6,0.48,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageBetween,0.4974,0.2165,0,0.2134
24,8-TwoStageWithin,exp_26,1.0,0.311,0.5,0.17,0.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageBetween,0.5472,0.6469,0,0.9005
25,8-TwoStageWithin,exp_101,1.0,0.8717,0.4,0.38,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageBetween,0.553,0.6185,1,0.8136
26,8-TwoStageWithin,exp_1,0.0,1.0292,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,0.0,TwoStageBetween,0.5625,0.5382,1,0.1869
27,8-TwoStageWithin,exp_47,0.0,0.2526,0.4,0.48,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageBetween,0.4047,0.0942,0,0.254
28,8-TwoStageWithin,exp_91,1.0,0.2712,0.6,0.38,0.0,0.4,0.3,0.4,0.5,1.0,1.0,TwoStageBetween,0.5567,0.5961,0,0.3602
29,8-TwoStageWithin,catch_6,0.0,0.2778,0.5,0.59,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageBetween,0.3069,0.0307,0,0.1584
30,8-TwoStageWithin,exp_64,1.0,0.0852,0.5,0.51,1.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageBetween,0.554,0.6131,1,0.126
31,8-TwoStageWithin,exp_19,1.0,0.1606,0.6,0.17,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,1.0,TwoStageBetween,0.5614,0.5544,0,0.6749
32,8-TwoStageWithin,exp_57,1.0,0.9879,0.6,0.21,1.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageBetween,0.53,0.2926,1,0.2729
33,8-TwoStageWithin,exp_78,0.0,0.3559,0.5,0.2,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,0.0,TwoStageBetween,0.4108,0.9002,1,0.2573
34,8-TwoStageWithin,exp_29,1.0,0.2435,0.4,0.17,0.0,0.3,0.2,0.6,0.3,1.0,1.0,TwoStageBetween,0.542,0.6679,1,0.3669
35,8-TwoStageWithin,exp_27,1.0,0.6906,0.6,0.17,0.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageBetween,0.5228,0.7272,1,1.6018
36,8-TwoStageWithin,exp_84,0.0,0.1517,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.5343,0.3055,0,0.7442
37,8-TwoStageWithin,catch_1,1.0,1.013,0.5,0.41,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,1.0,TwoStageBetween,0.4211,0.11,0,0.1625
38,8-TwoStageWithin,exp_98,1.0,0.4509,0.5,0.38,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.5577,0.5892,1,0.4437
39,8-TwoStageWithin,exp_25,0.0,0.2094,0.6,0.17,1.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageBetween,0.5517,0.6254,1,0.4769
40,8-TwoStageWithin,exp_117,1.0,0.9276,0.4,0.22,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageBetween,0.5414,0.6702,1,0.2101
41,8-TwoStageWithin,catch_9,0.0,0.1922,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageBetween,0.3158,0.0346,0,0.2184
42,8-TwoStageWithin,exp_114,0.0,0.8426,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageBetween,0.5433,0.663,1,0.5405
43,8-TwoStageWithin,exp_113,1.0,0.7113,0.6,0.22,1.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageBetween,0.5451,0.6558,1,0.5676
44,8-TwoStageWithin,exp_89,0.0,0.994,0.6,0.38,1.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageBetween,0.5633,0.4804,1,0.654
45,8-TwoStageWithin,exp_94,0.0,0.9023,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.5634,0.5185,1,0.5681
46,8-TwoStageWithin,exp_73,1.0,0.3328,0.6,0.2,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageBetween,0.4085,0.9023,1,0.235
47,8-TwoStageWithin,exp_23,0.0,0.5485,0.4,0.17,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,0.0,TwoStageBetween,0.5488,0.3603,0,0.3567
48,8-TwoStageWithin,catch_0,0.0,0.3024,0.5,0.72,1.0,0.3,0.2,0.5,0.19,0.0,0.0,TwoStageBetween,0.2491,0.0118,0,0.315
49,8-TwoStageWithin,catch_3,0.0,0.5526,0.5,0.38,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageBetween,0.3752,0.0699,0,0.1458
