,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,17-TwoStageMixtureNoScaling,exp_114,0.0,1.5158,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageBetween,1.4202,0.5355,0.0,1.126
1,17-TwoStageMixtureNoScaling,exp_22,0.0,1.413,0.5,0.17,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageBetween,1.3364,0.2154,1.0,2.4703
2,17-TwoStageMixtureNoScaling,exp_107,1.0,1.1166,0.6,0.4,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageBetween,1.2468,0.8314,1.0,2.5404
3,17-TwoStageMixtureNoScaling,exp_69,1.0,0.8398,0.4,0.51,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageBetween,1.4157,0.5599,1.0,0.6843
4,17-TwoStageMixtureNoScaling,exp_88,1.0,0.2686,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,1.4208,0.4002,0.0,0.553
5,17-TwoStageMixtureNoScaling,exp_50,1.0,2.7346,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageBetween,1.3486,0.7206,1.0,0.9218
6,17-TwoStageMixtureNoScaling,exp_67,1.0,0.4084,0.6,0.51,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageBetween,1.3797,0.6655,0.0,1.9905
7,17-TwoStageMixtureNoScaling,catch_2,0.0,1.0767,0.5,0.6,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageBetween,0.5906,0.0032,0.0,0.5168
8,17-TwoStageMixtureNoScaling,exp_27,0.0,0.703,0.6,0.17,0.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageBetween,1.3626,0.6979,1.0,0.513
9,17-TwoStageMixtureNoScaling,catch_9,0.0,0.3437,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageBetween,0.5095,0.0013,0.0,0.7052
10,17-TwoStageMixtureNoScaling,exp_46,0.0,0.2773,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.6734,0.0068,0.0,0.8789
11,17-TwoStageMixtureNoScaling,exp_78,1.0,0.6158,0.5,0.2,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.9832,0.9523,1.0,0.3435
12,17-TwoStageMixtureNoScaling,catch_1,0.0,1.2592,0.5,0.41,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageBetween,0.8368,0.0201,0.0,0.6497
13,17-TwoStageMixtureNoScaling,exp_108,1.0,1.4037,0.5,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageBetween,1.337,0.7374,1.0,0.3414
14,17-TwoStageMixtureNoScaling,exp_59,0.0,2.5284,0.6,0.21,0.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageBetween,1.1547,0.0923,0.0,1.0915
15,17-TwoStageMixtureNoScaling,exp_58,0.0,0.3242,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,0.9704,0.0401,0.0,2.5663
