,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,14-TwoStageWithin,exp_59,0.0,2.3966,0.6,0.21,0.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageBetween,1.0675,0.2233,0,1.3828
1,14-TwoStageWithin,exp_9,0.0,1.468,0.6,0.29,1.0,0.5,0.18,0.4,0.7,1.0,0.0,TwoStageBetween,1.1594,0.5402,1,0.1004
2,14-TwoStageWithin,catch_1,0.0,2.0361,0.5,0.41,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageBetween,0.9329,0.1155,0,0.7451
3,14-TwoStageWithin,exp_1,1.0,0.7979,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageBetween,1.1478,0.6009,1,0.4854
4,14-TwoStageWithin,exp_84,0.0,1.3112,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,1.038,0.1919,0,0.9146
5,14-TwoStageWithin,exp_30,1.0,0.6275,0.5,0.17,1.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageBetween,1.1468,0.6048,1,0.9249
6,14-TwoStageWithin,exp_27,1.0,1.3089,0.6,0.17,0.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageBetween,1.1423,0.6201,1,1.0476
7,14-TwoStageWithin,exp_104,1.0,0.5198,0.5,0.4,1.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageBetween,1.1063,0.7042,0,1.1255
8,14-TwoStageWithin,exp_82,0.0,0.4124,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,1.038,0.1919,0,0.7034
9,14-TwoStageWithin,exp_52,1.0,1.3115,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageBetween,1.1211,0.675,1,1.8087
10,14-TwoStageWithin,exp_15,0.0,0.6121,0.4,0.29,1.0,0.5,0.18,0.6,0.7,1.0,0.0,TwoStageBetween,1.1347,0.3361,1,0.7637
11,14-TwoStageWithin,exp_60,0.0,0.494,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,1.0276,0.1822,0,0.7984
12,14-TwoStageWithin,exp_115,0.0,0.7483,0.6,0.22,0.0,0.79,0.42,0.4,0.49,1.0,0.0,TwoStageBetween,1.1357,0.6396,1,1.0082
13,14-TwoStageWithin,catch_2,0.0,1.3986,0.5,0.6,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageBetween,0.7031,0.0346,0,0.2179
14,14-TwoStageWithin,exp_88,1.0,1.8157,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,1.1624,0.4758,0,2.5529
15,14-TwoStageWithin,exp_45,0.0,0.2249,0.4,0.48,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageBetween,0.7324,0.0412,0,1.965
16,14-TwoStageWithin,exp_69,1.0,0.2399,0.4,0.51,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageBetween,1.1618,0.5138,1,2.1749
17,14-TwoStageWithin,catch_6,0.0,1.7315,0.5,0.59,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageBetween,0.6127,0.0188,1,0.4485
18,14-TwoStageWithin,exp_37,0.0,1.1543,0.4,0.7,0.0,0.32,0.2,0.6,0.79,1.0,0.0,TwoStageBetween,1.039,0.1928,0,1.0359
19,14-TwoStageWithin,exp_57,1.0,1.0536,0.6,0.21,1.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageBetween,1.1105,0.2849,0,0.2707
20,14-TwoStageWithin,exp_25,1.0,1.4182,0.6,0.17,1.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageBetween,1.1115,0.6946,1,0.9806
21,14-TwoStageWithin,catch_7,0.0,1.8346,0.5,0.48,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageBetween,0.5723,0.0136,0,0.7808
22,14-TwoStageWithin,exp_8,1.0,0.6902,0.5,0.29,1.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageBetween,1.1527,0.3958,0,0.8733
23,14-TwoStageWithin,exp_29,0.0,0.3365,0.4,0.17,0.0,0.3,0.2,0.6,0.3,1.0,0.0,TwoStageBetween,1.1621,0.5083,1,2.8311
24,14-TwoStageWithin,exp_102,1.0,0.4245,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,1.1586,0.5467,1,1.9633
25,14-TwoStageWithin,exp_43,0.0,0.6656,0.6,0.48,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageBetween,0.8892,0.0937,0,0.4868
26,14-TwoStageWithin,exp_58,0.0,2.0756,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,1.0276,0.1822,0,1.2219
