,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,15-TwoStageBetween,exp_19,1.0,0.1302,0.6,0.17,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,1.0,TwoStageBetween,0.5635,0.8184,1,0.5997
1,15-TwoStageBetween,exp_108,1.0,0.1549,0.5,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageBetween,0.5333,0.855,1,0.2366
2,15-TwoStageBetween,exp_107,1.0,0.2046,0.6,0.4,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageBetween,0.4131,0.9472,1,0.4483
3,15-TwoStageBetween,exp_60,0.0,0.2643,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,0.6624,0.4571,0,0.6801
4,15-TwoStageBetween,catch_5,0.0,0.6093,0.5,0.49,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageBetween,0.4488,0.0734,0,1.382
5,15-TwoStageBetween,exp_73,1.0,0.3376,0.6,0.2,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageBetween,0.3948,0.9561,1,0.5932
6,15-TwoStageBetween,exp_45,1.0,0.1071,0.4,0.48,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,1.0,TwoStageBetween,0.6455,0.3551,1,0.6386
7,15-TwoStageBetween,exp_101,1.0,0.3011,0.4,0.38,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageBetween,0.5481,0.8381,0,0.4731
8,15-TwoStageBetween,exp_80,1.0,1.4135,0.5,0.29,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageBetween,0.6639,0.4962,1,0.1323
9,15-TwoStageBetween,exp_26,0.0,0.2443,0.5,0.17,0.0,0.3,0.2,0.5,0.3,0.0,0.0,TwoStageBetween,0.5886,0.7809,1,0.5155
10,15-TwoStageBetween,catch_2,0.0,0.8243,0.5,0.6,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageBetween,0.3673,0.0324,0,0.6635
11,15-TwoStageBetween,exp_74,1.0,0.1755,0.5,0.2,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.3454,0.9752,1,0.4993
12,15-TwoStageBetween,exp_115,1.0,0.363,0.6,0.22,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageBetween,0.4256,0.9405,1,0.5894
13,15-TwoStageBetween,catch_7,0.0,0.4634,0.5,0.48,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageBetween,0.2472,0.0048,0,0.2175
14,15-TwoStageBetween,catch_6,0.0,0.3125,0.5,0.59,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageBetween,0.2851,0.0101,0,0.2292
15,15-TwoStageBetween,exp_23,1.0,0.537,0.4,0.17,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,1.0,TwoStageBetween,0.6369,0.3255,0,0.3505
16,15-TwoStageBetween,exp_99,1.0,1.0581,0.6,0.38,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,1.0,TwoStageBetween,0.5168,0.8721,0,0.7543
17,15-TwoStageBetween,exp_43,0.0,0.922,0.6,0.48,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageBetween,0.6639,0.4952,1,0.5802
18,15-TwoStageBetween,catch_8,0.0,0.0946,0.5,0.32,1.0,0.5,0.37,0.5,0.22,0.0,0.0,TwoStageBetween,0.4708,0.0886,0,0.0952
19,15-TwoStageBetween,exp_114,0.0,0.1688,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageBetween,0.5545,0.8302,1,0.3781
20,15-TwoStageBetween,exp_50,0.0,0.2414,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,0.0,TwoStageBetween,0.5848,0.787,0,0.2138
21,15-TwoStageBetween,exp_68,1.0,0.6358,0.5,0.51,0.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageBetween,0.6257,0.7053,0,0.5104
22,15-TwoStageBetween,exp_67,1.0,0.6073,0.6,0.51,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageBetween,0.519,0.87,1,0.8
23,15-TwoStageBetween,exp_8,1.0,0.2636,0.5,0.29,1.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageBetween,0.614,0.7329,1,0.7964
24,15-TwoStageBetween,exp_1,0.0,0.3249,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,0.0,TwoStageBetween,0.6638,0.5124,0,0.3292
25,15-TwoStageBetween,exp_40,0.0,1.0069,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.5929,0.2262,1,0.5501
26,15-TwoStageBetween,exp_94,1.0,0.8798,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,0.6557,0.5973,1,0.3346
27,15-TwoStageBetween,exp_37,1.0,0.3987,0.4,0.7,0.0,0.32,0.2,0.6,0.79,1.0,1.0,TwoStageBetween,0.6629,0.5331,0,0.5956
