,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,16-TwoStageMixtureNoScaling,exp_53,1.0,2.0008,0.4,0.32,0.0,0.82,0.6900000000000001,0.6,0.49,1.0,1.0,TwoStageBetween,0.7933,0.598,1.0,1.0368
1,16-TwoStageMixtureNoScaling,exp_67,1.0,1.3161,0.6,0.51,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageBetween,0.7949,0.5896,0.0,0.6935
2,16-TwoStageMixtureNoScaling,exp_101,1.0,0.6791,0.4,0.38,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageBetween,0.8,0.5546,0.0,0.3663
3,16-TwoStageMixtureNoScaling,exp_45,0.0,0.1583,0.4,0.48,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageBetween,0.777,0.3387,1.0,0.2946
4,16-TwoStageMixtureNoScaling,exp_82,0.0,0.7296,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.7993,0.4362,1.0,2.1465
5,16-TwoStageMixtureNoScaling,exp_10,1.0,0.7212,0.5,0.29,0.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageBetween,0.8026,0.5208,0.0,0.5114
6,16-TwoStageMixtureNoScaling,exp_117,0.0,0.6718,0.4,0.22,0.0,0.79,0.42,0.6,0.49,1.0,0.0,TwoStageBetween,0.7967,0.5791,0.0,0.6389
7,16-TwoStageMixtureNoScaling,exp_50,1.0,0.5814,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageBetween,0.7961,0.583,1.0,1.5706
8,16-TwoStageMixtureNoScaling,catch_9,0.0,1.9374,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageBetween,0.7075,0.2077,0.0,0.1052
9,16-TwoStageMixtureNoScaling,exp_52,0.0,1.0918,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,0.0,TwoStageBetween,0.7961,0.583,1.0,0.2532
10,16-TwoStageMixtureNoScaling,exp_42,1.0,0.2106,0.5,0.48,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,1.0,TwoStageBetween,0.7792,0.3454,0.0,0.3273
11,16-TwoStageMixtureNoScaling,exp_1,0.0,0.6847,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,0.0,TwoStageBetween,0.8025,0.5239,1.0,1.4213
