,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,3-TwoStageWithin,exp_1,1.0,0.3194,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageBetween,0.7342,0.8768,1,0.4088
1,3-TwoStageWithin,exp_116,1.0,0.5185,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageBetween,0.4439,0.9854,1,0.3217
2,3-TwoStageWithin,exp_42,1.0,0.3246,0.5,0.48,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,1.0,TwoStageBetween,0.7456,0.8687,1,0.9023
3,3-TwoStageWithin,exp_9,1.0,0.4017,0.6,0.29,1.0,0.5,0.18,0.4,0.7,1.0,1.0,TwoStageBetween,0.4913,0.9768,1,0.5222
4,3-TwoStageWithin,exp_84,1.0,0.4118,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageBetween,0.5385,0.9654,1,0.258
5,3-TwoStageWithin,exp_104,1.0,0.7738,0.5,0.4,1.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageBetween,0.4909,0.9769,1,0.6543
6,3-TwoStageWithin,exp_96,1.0,0.3387,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.6823,0.9088,1,0.7938
7,3-TwoStageWithin,catch_8,0.0,0.2803,0.5,0.32,1.0,0.5,0.37,0.5,0.22,0.0,0.0,TwoStageBetween,0.625,0.0638,0,1.9751
8,3-TwoStageWithin,exp_91,1.0,0.2969,0.6,0.38,0.0,0.4,0.3,0.4,0.5,1.0,1.0,TwoStageBetween,0.7302,0.8796,1,1.0692
9,3-TwoStageWithin,exp_89,0.0,1.0265,0.6,0.38,1.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageBetween,0.8857,0.7039,1,2.4158
10,3-TwoStageWithin,exp_68,0.0,0.2036,0.5,0.51,0.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageBetween,0.7364,0.8753,1,0.1249
11,3-TwoStageWithin,exp_29,1.0,0.4904,0.4,0.17,0.0,0.3,0.2,0.6,0.3,1.0,1.0,TwoStageBetween,0.4989,0.9751,1,0.8354
12,3-TwoStageWithin,exp_114,1.0,0.1338,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageBetween,0.4439,0.9854,1,0.1627
13,3-TwoStageWithin,catch_3,0.0,0.6067,0.5,0.38,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageBetween,0.381,0.0068,0,0.8482
14,3-TwoStageWithin,exp_60,1.0,0.78,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageBetween,0.5869,0.9505,1,0.1611
15,3-TwoStageWithin,exp_36,0.0,1.1192,0.5,0.7,0.0,0.32,0.2,0.5,0.79,0.0,0.0,TwoStageBetween,0.9292,0.5659,0,0.3548
