,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,18-TwoStageWithin,exp_74,1.0,0.2279,0.5,0.2,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.6484,0.9533,1,0.5741
1,18-TwoStageWithin,exp_115,1.0,1.0929,0.6,0.22,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageBetween,0.8932,0.8171,0,0.4645
2,18-TwoStageWithin,exp_117,1.0,1.2582,0.4,0.22,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageBetween,0.8932,0.8171,1,0.2623
3,18-TwoStageWithin,exp_43,0.0,0.9138,0.6,0.48,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageBetween,1.0045,0.3445,1,0.7313
4,18-TwoStageWithin,catch_7,0.0,0.7619,0.5,0.48,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageBetween,0.5732,0.0276,0,1.0175
5,18-TwoStageWithin,exp_82,1.0,1.0198,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageBetween,1.0284,0.5351,1,2.0445
6,18-TwoStageWithin,exp_19,0.0,0.2336,0.6,0.17,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,0.0,TwoStageBetween,1.009,0.6309,1,3.6712
7,18-TwoStageWithin,exp_10,1.0,0.2196,0.5,0.29,0.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageBetween,0.9717,0.7162,1,0.9119
8,18-TwoStageWithin,exp_80,1.0,1.598,0.5,0.29,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageBetween,1.0284,0.5351,0,0.4611
9,18-TwoStageWithin,exp_47,0.0,0.8429,0.4,0.48,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageBetween,0.9739,0.2787,0,0.568
10,18-TwoStageWithin,catch_9,0.0,1.8775,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageBetween,0.6569,0.0491,0,0.3322
11,18-TwoStageWithin,exp_59,0.0,0.5706,0.6,0.21,0.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageBetween,1.0279,0.5408,0,0.5318
12,18-TwoStageWithin,exp_101,1.0,0.3047,0.4,0.38,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageBetween,0.9785,0.7038,0,0.3656
13,18-TwoStageWithin,exp_84,1.0,0.9172,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageBetween,1.0284,0.5351,1,1.313
