,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,51-TwoStageWithin,exp_57,0.0,0.655,1.0,0.6,0.41,0.21,0.62,1.0,0.18,0.4,0.0,TwoStageBetween,0.955,0.2333,0.0,2.8969
1,51-TwoStageWithin,catch_1,0.0,0.1523,1.0,0.5,0.29,0.41,0.5900000000000001,1.0,0.42,0.5,0.0,TwoStageBetween,0.9248,0.1982,0.0,1.0233
2,51-TwoStageWithin,exp_1,0.0,0.8213,1.0,0.6,0.79,0.49,0.8300000000000001,1.0,0.53,0.4,0.0,TwoStageBetween,1.035,0.4147,1.0,1.5291
3,51-TwoStageWithin,exp_96,1.0,0.6788,0.0,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.5,1.0,TwoStageBetween,1.0417,0.5077,0.0,2.6148
4,51-TwoStageWithin,catch_8,0.0,0.5437,0.0,0.5,0.22,0.32,0.5,1.0,0.37,0.5,0.0,TwoStageBetween,0.9679,0.251,0.0,0.1714
5,51-TwoStageWithin,exp_27,1.0,1.2482,1.0,0.6,0.3,0.17,0.3,0.0,0.2,0.4,1.0,TwoStageBetween,1.0284,0.6029,0.0,1.3137
6,51-TwoStageWithin,exp_74,1.0,0.6936,0.0,0.5,0.8,0.2,0.6799999999999999,0.0,0.4,0.5,1.0,TwoStageBetween,0.9833,0.7155,1.0,0.5055
7,51-TwoStageWithin,exp_20,0.0,0.741,0.0,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.5,0.0,TwoStageBetween,1.0343,0.411,1.0,0.7747
8,51-TwoStageWithin,exp_60,1.0,2.5408,0.0,0.5,0.41,0.21,0.62,0.0,0.18,0.5,1.0,TwoStageBetween,0.9903,0.2874,0.0,0.2596
9,51-TwoStageWithin,exp_102,0.0,1.533,0.0,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.5,0.0,TwoStageBetween,1.0417,0.5077,1.0,0.7483
10,51-TwoStageWithin,exp_91,1.0,0.7285,1.0,0.6,0.5,0.38,0.4,0.0,0.3,0.4,1.0,TwoStageBetween,1.0388,0.546,1.0,0.4446
11,51-TwoStageWithin,exp_26,0.0,0.2851,0.0,0.5,0.3,0.17,0.3,0.0,0.2,0.5,0.0,TwoStageBetween,1.0401,0.5336,0.0,0.3871
12,51-TwoStageWithin,exp_25,1.0,0.4717,1.0,0.6,0.3,0.17,0.3,1.0,0.2,0.4,1.0,TwoStageBetween,1.041,0.4633,0.0,1.832
13,51-TwoStageWithin,exp_50,1.0,0.1733,0.0,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,0.5,1.0,TwoStageBetween,1.0337,0.5789,1.0,0.5574
14,51-TwoStageWithin,exp_82,1.0,0.8945,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,1.0,TwoStageBetween,0.9929,0.2921,0.0,0.3287
15,51-TwoStageWithin,catch_0,0.0,0.3219,0.0,0.5,0.19,0.72,0.3,1.0,0.2,0.5,0.0,TwoStageBetween,0.7441,0.0774,0.0,0.2753
16,51-TwoStageWithin,exp_19,0.0,0.5975,1.0,0.6,0.28,0.17,0.8300000000000001,0.0,0.43,0.4,0.0,TwoStageBetween,1.0418,0.4804,1.0,1.7784
17,51-TwoStageWithin,exp_15,0.0,0.9074,1.0,0.4,0.7,0.29,0.5,1.0,0.18,0.6,0.0,TwoStageBetween,1.0161,0.3444,1.0,1.4199
18,51-TwoStageWithin,exp_47,0.0,0.2124,1.0,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.6,0.0,TwoStageBetween,0.8735,0.1521,0.0,0.4337
19,51-TwoStageWithin,catch_7,0.0,0.8382,1.0,0.5,0.28,0.48,0.52,1.0,0.21,0.5,0.0,TwoStageBetween,0.7317,0.0723,0.0,0.5762
20,51-TwoStageWithin,exp_116,0.0,0.3678,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,0.0,TwoStageBetween,1.041,0.5228,1.0,0.6687
