,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,58-TwoStageBetween,exp_37,1.0,3.8447,1.0,0.4,0.79,0.7,0.32,0.0,0.2,0.6,1.0,TwoStageBetween,0.8593,0.4153,0.0,1.2641
1,58-TwoStageBetween,exp_68,1.0,1.6284,0.0,0.5,0.72,0.51,0.52,0.0,0.42,0.5,1.0,TwoStageBetween,0.8378,0.6612,1.0,0.1727
2,58-TwoStageBetween,exp_99,1.0,0.362,1.0,0.6,0.58,0.38,0.6900000000000001,0.0,0.49,0.4,1.0,TwoStageBetween,0.832,0.6767,0.0,1.2736
3,58-TwoStageBetween,exp_84,1.0,0.2889,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,1.0,TwoStageBetween,0.8613,0.5677,1.0,0.2332
4,58-TwoStageBetween,catch_1,0.0,0.1312,1.0,0.5,0.29,0.41,0.5900000000000001,1.0,0.42,0.5,0.0,TwoStageBetween,0.7272,0.1653,0.0,0.8498
5,58-TwoStageBetween,exp_57,0.0,0.3927,1.0,0.6,0.41,0.21,0.62,1.0,0.18,0.4,0.0,TwoStageBetween,0.8655,0.5252,1.0,0.4024
6,58-TwoStageBetween,exp_78,1.0,0.4078,0.0,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,0.5,1.0,TwoStageBetween,0.5646,0.9403,1.0,0.7898
7,58-TwoStageBetween,exp_8,1.0,1.1815,0.0,0.5,0.7,0.29,0.5,1.0,0.18,0.5,1.0,TwoStageBetween,0.811,0.7218,0.0,0.5119
8,58-TwoStageBetween,exp_102,0.0,0.2544,0.0,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.5,0.0,TwoStageBetween,0.8361,0.6661,1.0,0.2148
9,58-TwoStageBetween,exp_114,1.0,0.5031,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,1.0,TwoStageBetween,0.7718,0.783,1.0,1.3213
10,58-TwoStageBetween,exp_26,1.0,0.3159,0.0,0.5,0.3,0.17,0.3,0.0,0.2,0.5,1.0,TwoStageBetween,0.8057,0.7315,1.0,0.2394
11,58-TwoStageBetween,exp_1,0.0,0.1423,1.0,0.6,0.79,0.49,0.8300000000000001,1.0,0.53,0.4,0.0,TwoStageBetween,0.8406,0.6534,0.0,0.5355
