,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,174-TwoStageWithin,exp_18,1.0,1.089,0.0,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.5,1.0,TwoStageBetween,0.9104,0.4237,0.0,1.0056
1,174-TwoStageWithin,exp_68,1.0,0.9776,0.0,0.5,0.72,0.51,0.52,0.0,0.42,0.5,1.0,TwoStageBetween,0.9012,0.6144,0.0,0.7071
2,174-TwoStageWithin,exp_20,1.0,0.531,0.0,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.5,1.0,TwoStageBetween,0.9104,0.4237,1.0,2.0864
3,174-TwoStageWithin,exp_117,1.0,0.3141,1.0,0.4,0.49,0.22,0.79,0.0,0.42,0.6,1.0,TwoStageBetween,0.903,0.607,0.0,0.3648
4,174-TwoStageWithin,catch_0,0.0,0.1943,0.0,0.5,0.19,0.72,0.3,1.0,0.2,0.5,0.0,TwoStageBetween,0.3715,0.0067,0.0,0.3378
5,174-TwoStageWithin,exp_29,0.0,1.0339,1.0,0.4,0.3,0.17,0.3,0.0,0.2,0.6,0.0,TwoStageBetween,0.9056,0.5959,0.0,1.2907
6,174-TwoStageWithin,exp_64,1.0,0.6382,0.0,0.5,0.72,0.51,0.52,1.0,0.42,0.5,1.0,TwoStageBetween,0.9012,0.6144,0.0,0.1977
7,174-TwoStageWithin,exp_94,1.0,1.121,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,0.916,0.5064,1.0,0.9007
8,174-TwoStageWithin,exp_90,1.0,0.9798,0.0,0.5,0.5,0.38,0.4,0.0,0.3,0.5,1.0,TwoStageBetween,0.916,0.5064,1.0,0.1651
9,174-TwoStageWithin,exp_10,0.0,0.2904,0.0,0.5,0.7,0.29,0.5,0.0,0.18,0.5,0.0,TwoStageBetween,0.9154,0.4717,1.0,0.7077
