,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,140-TwoStageBetween,exp_1,1.0,0.237,1.0,0.6,0.79,0.49,0.8300000000000001,1.0,0.53,0.4,1.0,TwoStageBetween,0.6505,0.9247,1,0.8711
1,140-TwoStageBetween,exp_67,1.0,0.2787,1.0,0.6,0.72,0.51,0.52,0.0,0.42,0.4,1.0,TwoStageBetween,0.687,0.9061,1,0.498
2,140-TwoStageBetween,exp_107,1.0,0.7631,1.0,0.6,0.78,0.4,0.3,0.0,0.21,0.4,1.0,TwoStageBetween,0.4417,0.9858,1,0.2942
3,140-TwoStageBetween,exp_104,1.0,0.5776,0.0,0.5,0.78,0.4,0.3,1.0,0.21,0.5,1.0,TwoStageBetween,0.4652,0.9819,1,0.3421
4,140-TwoStageBetween,exp_47,1.0,0.986,1.0,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.6,1.0,TwoStageBetween,0.8524,0.7596,1,3.4685
5,140-TwoStageBetween,exp_3,1.0,0.5438,1.0,0.6,0.79,0.49,0.8300000000000001,0.0,0.53,0.4,1.0,TwoStageBetween,0.6068,0.9432,1,0.7049
6,140-TwoStageBetween,exp_68,0.0,0.5063,0.0,0.5,0.72,0.51,0.52,0.0,0.42,0.5,0.0,TwoStageBetween,0.7185,0.8873,1,0.1627
7,140-TwoStageBetween,exp_53,1.0,1.5368,1.0,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,0.6,1.0,TwoStageBetween,0.6101,0.942,1,0.4821
8,140-TwoStageBetween,exp_78,1.0,0.449,0.0,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,0.5,1.0,TwoStageBetween,0.2508,0.9995,1,0.1365
9,140-TwoStageBetween,exp_88,1.0,0.4282,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,0.8129,0.8086,1,0.4464
10,140-TwoStageBetween,catch_9,0.0,0.7611,1.0,0.5,0.48,0.72,0.4,1.0,0.18,0.5,0.0,TwoStageBetween,0.4346,0.0132,0,0.5261
11,140-TwoStageBetween,exp_45,1.0,1.2565,1.0,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,0.6,1.0,TwoStageBetween,0.8113,0.8104,1,0.6022
12,140-TwoStageBetween,exp_101,1.0,0.6195,1.0,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,0.6,1.0,TwoStageBetween,0.6562,0.922,1,0.1273
13,140-TwoStageBetween,exp_30,1.0,0.288,0.0,0.5,0.3,0.17,0.3,1.0,0.2,0.5,1.0,TwoStageBetween,0.5471,0.963,1,0.4031
14,140-TwoStageBetween,exp_94,1.0,0.5265,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,0.8129,0.8086,1,0.3344
