,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,22-TwoStageBetween,exp_59,1.0,0.7649,1.0,0.6,0.41,0.21,0.62,0.0,0.18,0.4,1.0,TwoStageBetween,1.1034,0.7907,0.0,1.2328
1,22-TwoStageBetween,exp_19,1.0,2.577,1.0,0.6,0.28,0.17,0.8300000000000001,0.0,0.43,0.4,1.0,TwoStageBetween,1.1324,0.7569,0.0,0.8658
2,22-TwoStageBetween,exp_84,1.0,1.1327,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,1.0,TwoStageBetween,1.0677,0.8247,0.0,0.3242
3,22-TwoStageBetween,exp_52,1.0,0.7686,0.0,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,0.5,1.0,TwoStageBetween,1.0603,0.831,0.0,1.7736
4,22-TwoStageBetween,exp_78,1.0,0.2417,0.0,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,0.5,1.0,TwoStageBetween,0.5619,0.9913,1.0,1.486
5,22-TwoStageBetween,exp_53,1.0,1.797,1.0,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,0.6,1.0,TwoStageBetween,1.1569,0.722,1.0,2.025
6,22-TwoStageBetween,exp_10,0.0,0.449,0.0,0.5,0.7,0.29,0.5,0.0,0.18,0.5,0.0,TwoStageBetween,0.9147,0.9167,0.0,0.2636
7,22-TwoStageBetween,exp_30,0.0,2.1941,0.0,0.5,0.3,0.17,0.3,1.0,0.2,0.5,0.0,TwoStageBetween,1.0082,0.8685,1.0,1.0219
8,22-TwoStageBetween,exp_117,1.0,1.9076,1.0,0.4,0.49,0.22,0.79,0.0,0.42,0.6,1.0,TwoStageBetween,1.0441,0.8437,1.0,1.0981
9,22-TwoStageBetween,exp_91,1.0,2.811,1.0,0.6,0.5,0.38,0.4,0.0,0.3,0.4,1.0,TwoStageBetween,1.2036,0.6228,0.0,0.4022
10,22-TwoStageBetween,exp_88,1.0,1.2691,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,1.1802,0.6804,1.0,0.7314
11,22-TwoStageBetween,exp_9,1.0,0.3937,1.0,0.6,0.7,0.29,0.5,1.0,0.18,0.4,1.0,TwoStageBetween,0.7484,0.9661,1.0,0.2649
12,22-TwoStageBetween,exp_15,1.0,0.4274,1.0,0.4,0.7,0.29,0.5,1.0,0.18,0.6,1.0,TwoStageBetween,0.9303,0.91,1.0,0.2864
13,22-TwoStageBetween,exp_64,1.0,0.7324,0.0,0.5,0.72,0.51,0.52,1.0,0.42,0.5,1.0,TwoStageBetween,1.1273,0.7634,0.0,0.4561
14,22-TwoStageBetween,exp_60,1.0,1.3588,0.0,0.5,0.41,0.21,0.62,0.0,0.18,0.5,1.0,TwoStageBetween,1.1068,0.7871,1.0,1.3755
15,22-TwoStageBetween,catch_0,0.0,0.227,0.0,0.5,0.19,0.72,0.3,1.0,0.2,0.5,0.0,TwoStageBetween,0.4589,0.0028,0.0,0.2581
16,22-TwoStageBetween,exp_108,1.0,2.4859,0.0,0.5,0.78,0.4,0.3,0.0,0.21,0.5,1.0,TwoStageBetween,0.9169,0.9158,1.0,0.7189
17,22-TwoStageBetween,exp_96,1.0,0.9355,0.0,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.5,1.0,TwoStageBetween,1.102,0.7923,1.0,0.889
18,22-TwoStageBetween,catch_7,0.0,0.4256,1.0,0.5,0.28,0.48,0.52,1.0,0.21,0.5,0.0,TwoStageBetween,0.7811,0.0401,0.0,0.328
19,22-TwoStageBetween,catch_3,0.0,0.9509,1.0,0.5,0.19,0.38,0.6799999999999999,1.0,0.58,0.5,0.0,TwoStageBetween,0.8406,0.055,0.0,0.7712
20,22-TwoStageBetween,exp_8,1.0,0.6145,0.0,0.5,0.7,0.29,0.5,1.0,0.18,0.5,1.0,TwoStageBetween,0.9147,0.9167,1.0,0.7098
21,22-TwoStageBetween,exp_58,0.0,0.2835,0.0,0.5,0.41,0.21,0.62,0.0,0.18,0.5,0.0,TwoStageBetween,1.1068,0.7871,1.0,1.3263
22,22-TwoStageBetween,exp_114,1.0,0.8595,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,1.0,TwoStageBetween,0.8851,0.9282,1.0,0.8991
23,22-TwoStageBetween,exp_107,1.0,0.41,1.0,0.6,0.78,0.4,0.3,0.0,0.21,0.4,1.0,TwoStageBetween,0.9326,0.9089,1.0,0.6087
24,22-TwoStageBetween,exp_67,1.0,1.1457,1.0,0.6,0.72,0.51,0.52,0.0,0.42,0.4,1.0,TwoStageBetween,1.1595,0.7178,0.0,1.0359
25,22-TwoStageBetween,exp_23,1.0,0.9471,1.0,0.4,0.28,0.17,0.8300000000000001,1.0,0.43,0.6,1.0,TwoStageBetween,1.0979,0.7964,1.0,1.7325
26,22-TwoStageBetween,exp_22,1.0,0.529,0.0,0.5,0.28,0.17,0.8300000000000001,1.0,0.43,0.5,1.0,TwoStageBetween,1.1157,0.7773,1.0,0.3496
27,22-TwoStageBetween,exp_35,1.0,2.0923,1.0,0.6,0.79,0.7,0.32,0.0,0.2,0.4,1.0,TwoStageBetween,1.2154,0.3886,1.0,3.0594
28,22-TwoStageBetween,exp_46,1.0,0.4142,0.0,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.5,1.0,TwoStageBetween,1.2086,0.6065,1.0,0.8481
29,22-TwoStageBetween,catch_1,0.0,0.9012,1.0,0.5,0.29,0.41,0.5900000000000001,1.0,0.42,0.5,0.0,TwoStageBetween,1.0694,0.1634,0.0,0.2442
30,22-TwoStageBetween,exp_98,1.0,0.4378,0.0,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,0.5,1.0,TwoStageBetween,1.102,0.7923,1.0,0.392
31,22-TwoStageBetween,exp_47,0.0,1.0495,1.0,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.6,0.0,TwoStageBetween,1.2078,0.6093,1.0,0.3597
32,22-TwoStageBetween,exp_37,0.0,1.3392,1.0,0.4,0.79,0.7,0.32,0.0,0.2,0.6,0.0,TwoStageBetween,1.1994,0.3362,0.0,1.6202
33,22-TwoStageBetween,exp_26,0.0,0.585,0.0,0.5,0.3,0.17,0.3,0.0,0.2,0.5,0.0,TwoStageBetween,1.0082,0.8685,1.0,0.4461
34,22-TwoStageBetween,exp_99,1.0,0.8537,1.0,0.6,0.58,0.38,0.6900000000000001,0.0,0.49,0.4,1.0,TwoStageBetween,1.1303,0.7596,0.0,1.4593
35,22-TwoStageBetween,exp_89,1.0,1.2096,1.0,0.6,0.5,0.38,0.4,1.0,0.3,0.4,1.0,TwoStageBetween,1.1021,0.7921,1.0,0.5502
36,22-TwoStageBetween,exp_73,1.0,0.2106,1.0,0.6,0.8,0.2,0.6799999999999999,1.0,0.4,0.4,1.0,TwoStageBetween,0.4671,0.9969,1.0,0.4953
37,22-TwoStageBetween,exp_69,1.0,1.4338,1.0,0.4,0.72,0.51,0.52,0.0,0.42,0.6,1.0,TwoStageBetween,1.1978,0.6394,1.0,0.3293
38,22-TwoStageBetween,exp_94,1.0,1.2826,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,1.1802,0.6804,1.0,0.8975
39,22-TwoStageBetween,exp_50,0.0,1.9546,0.0,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,0.5,0.0,TwoStageBetween,1.0603,0.831,1.0,0.9841
40,22-TwoStageBetween,exp_82,1.0,1.7006,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,1.0,TwoStageBetween,1.0677,0.8247,1.0,3.3557
41,22-TwoStageBetween,catch_9,0.0,0.809,1.0,0.5,0.48,0.72,0.4,1.0,0.18,0.5,0.0,TwoStageBetween,0.9104,0.0776,0.0,2.0075
42,22-TwoStageBetween,exp_1,1.0,0.9248,1.0,0.6,0.79,0.49,0.8300000000000001,1.0,0.53,0.4,1.0,TwoStageBetween,0.9616,0.895,1.0,1.6397
43,22-TwoStageBetween,exp_20,1.0,0.9965,0.0,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.5,1.0,TwoStageBetween,1.1157,0.7773,0.0,2.3752
44,22-TwoStageBetween,exp_45,0.0,1.3737,1.0,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,0.6,0.0,TwoStageBetween,1.2195,0.4088,0.0,1.7239
45,22-TwoStageBetween,exp_101,0.0,1.1974,1.0,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,0.6,0.0,TwoStageBetween,1.1874,0.6649,1.0,1.0585
46,22-TwoStageBetween,exp_74,1.0,0.7039,0.0,0.5,0.8,0.2,0.6799999999999999,0.0,0.4,0.5,1.0,TwoStageBetween,0.5619,0.9913,1.0,1.2183
47,22-TwoStageBetween,exp_104,1.0,0.9124,0.0,0.5,0.78,0.4,0.3,1.0,0.21,0.5,1.0,TwoStageBetween,0.9169,0.9158,1.0,1.417
48,22-TwoStageBetween,exp_29,1.0,2.35,1.0,0.4,0.3,0.17,0.3,0.0,0.2,0.6,1.0,TwoStageBetween,1.1302,0.7597,0.0,1.2049
49,22-TwoStageBetween,exp_102,1.0,0.708,0.0,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.5,1.0,TwoStageBetween,1.102,0.7923,0.0,1.7726
50,22-TwoStageBetween,exp_27,1.0,0.4351,1.0,0.6,0.3,0.17,0.3,0.0,0.2,0.4,1.0,TwoStageBetween,1.0297,0.8542,1.0,0.5324
51,22-TwoStageBetween,exp_113,1.0,1.3905,1.0,0.6,0.49,0.22,0.79,1.0,0.42,0.4,1.0,TwoStageBetween,0.7354,0.9686,1.0,0.8465
52,22-TwoStageBetween,exp_3,1.0,2.2629,1.0,0.6,0.79,0.49,0.8300000000000001,0.0,0.53,0.4,1.0,TwoStageBetween,1.1107,0.7829,0.0,0.5629
53,22-TwoStageBetween,catch_2,0.0,0.5868,0.0,0.5,0.38,0.6,0.4,1.0,0.22,0.5,0.0,TwoStageBetween,0.8368,0.0539,0.0,0.6853
54,22-TwoStageBetween,exp_18,0.0,1.675,0.0,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.5,0.0,TwoStageBetween,1.1157,0.7773,1.0,0.4991
55,22-TwoStageBetween,exp_116,1.0,1.217,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,1.0,TwoStageBetween,0.8851,0.9282,1.0,0.5837
56,22-TwoStageBetween,exp_68,1.0,0.8592,0.0,0.5,0.72,0.51,0.52,0.0,0.42,0.5,1.0,TwoStageBetween,1.1273,0.7634,0.0,0.4946
57,22-TwoStageBetween,catch_5,0.0,2.0262,1.0,0.5,0.4,0.49,0.43,1.0,0.32,0.5,0.0,TwoStageBetween,1.1719,0.2788,1.0,0.8384
