,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,145-TwoStageWithin,exp_50,0.0,0.5296,0.0,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,0.5,0.0,TwoStageBetween,0.5719,0.8252,1,0.342
1,145-TwoStageWithin,exp_113,1.0,0.2159,1.0,0.6,0.49,0.22,0.79,1.0,0.42,0.4,1.0,TwoStageBetween,0.5208,0.8801,1,0.7618
2,145-TwoStageWithin,exp_88,0.0,0.5078,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,0.0,TwoStageBetween,0.6691,0.6089,1,1.1916
3,145-TwoStageWithin,exp_67,1.0,0.1166,1.0,0.6,0.72,0.51,0.52,0.0,0.42,0.4,1.0,TwoStageBetween,0.6104,0.768,0,0.2206
4,145-TwoStageWithin,exp_99,1.0,0.1914,1.0,0.6,0.58,0.38,0.6900000000000001,0.0,0.49,0.4,1.0,TwoStageBetween,0.6104,0.768,1,0.3297
5,145-TwoStageWithin,exp_78,1.0,0.5476,0.0,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,0.5,1.0,TwoStageBetween,0.3058,0.9873,1,0.2611
6,145-TwoStageWithin,exp_42,0.0,0.112,0.0,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,0.5,0.0,TwoStageBetween,0.5644,0.1653,0,0.1627
7,145-TwoStageWithin,catch_8,0.0,0.3412,0.0,0.5,0.22,0.32,0.5,1.0,0.37,0.5,0.0,TwoStageBetween,0.4287,0.0555,0,0.1394
8,145-TwoStageWithin,exp_58,1.0,0.3804,0.0,0.5,0.41,0.21,0.62,0.0,0.18,0.5,1.0,TwoStageBetween,0.674,0.4191,1,0.35
9,145-TwoStageWithin,exp_23,1.0,2.323,1.0,0.4,0.28,0.17,0.8300000000000001,1.0,0.43,0.6,1.0,TwoStageBetween,0.6785,0.5355,1,0.619
10,145-TwoStageWithin,exp_114,1.0,1.3898,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,1.0,TwoStageBetween,0.5386,0.863,1,0.3166
